# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 10 10:54:29 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex]
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
7549209,K01518.01,Kepler-875 b,CONFIRMED,CANDIDATE,1.0000,27.507111400,1.7240000e-04,-1.7240000e-04,5.8070e+02,2.140e+01,-2.140e+01,2.58,8.100e-01,-2.600e-01,0.1771,,,86.79,,,569.0,,,24.71,22.93,-6.96,5783.00,157.00,-175.00,-0.0800,0.3000,-0.3000,0.8800,0.2780,-0.0870,0.9770,0.1160,-0.1160,297.301300,43.141891,15.219
7663405,K01519.01,Kepler-876 b,CONFIRMED,CANDIDATE,1.0000,5.144364500,2.2370000e-05,-2.2370000e-05,3.1070e+02,1.760e+01,-1.760e+01,1.55,1.100e-01,-1.500e-01,0.0549,,,89.88,,,923.0,,,171.63,37.18,-40.68,5157.00,77.00,-84.00,0.1800,0.1500,-0.1000,0.9040,0.0640,-0.0880,0.8300,0.0540,-0.0290,283.478180,43.383781,15.369
9765975,K01520.01,Kepler-877 b,CONFIRMED,CANDIDATE,1.0000,18.458483880,4.8820000e-05,-4.8820000e-05,5.3530e+02,1.500e+01,-1.500e+01,2.50,2.100e-01,-2.600e-01,0.1301,,,88.09,,,632.0,,,37.81,9.65,-9.14,5311.00,85.00,-74.00,0.1400,0.1500,-0.1500,0.9480,0.0810,-0.0990,0.8590,0.0600,-0.0330,289.859130,46.522671,14.516
9818462,K01521.01,Kepler-878 b,CONFIRMED,CANDIDATE,1.0000,25.942158200,1.1260000e-04,-1.1260000e-04,5.6970e+02,2.030e+01,-2.030e+01,1.95,1.600e-01,-7.000e-02,0.1650,,,89.20,,,501.0,,,14.85,3.69,-1.89,5167.00,82.00,-82.00,0.1600,0.1500,-0.1500,0.7960,0.0660,-0.0280,0.8910,0.0270,-0.0640,285.296200,46.603439,14.817
6803202,K00177.01,Kepler-1711 b,CONFIRMED,CANDIDATE,1.0000,21.060753030,5.7020000e-05,-5.7020000e-05,3.0120e+02,6.300e+00,-6.300e+00,1.78,2.600e-01,-2.100e-01,0.1463,,,89.67,,,669.0,,,47.39,19.64,-13.04,5706.00,114.00,-103.00,0.0000,0.1500,-0.1500,1.0340,0.1480,-0.1210,0.9400,0.0730,-0.0550,298.177220,42.237041,13.182
5299459,K01576.02,Kepler-307 c,CONFIRMED,CANDIDATE,1.0000,13.084242860,2.6090000e-05,-2.6090000e-05,6.6200e+02,1.440e+01,-1.440e+01,2.71,3.500e-01,-2.300e-01,0.1068,,,88.37,,,739.0,,,70.51,26.87,-15.74,5511.00,110.00,0.00,0.2000,0.1500,-0.1500,0.9870,0.1280,-0.0850,0.9470,0.0590,-0.0530,297.795140,40.417709,14.072
9651668,K00183.01,Kepler-423 b,CONFIRMED,CANDIDATE,0.9950,2.684328541,8.2000000e-08,-8.2000000e-08,1.8136e+04,7.400e+00,-7.400e+00,12.73,1.600e+00,-1.450e+00,0.0360,,,89.49,,,1265.0,,,603.57,202.56,-154.50,5561.00,74.00,-74.00,-0.1000,0.1500,-0.1500,0.9560,0.1200,-0.1090,0.8590,0.0650,-0.0420,292.855740,46.391178,14.290
5299459,K01576.03,,CANDIDATE,CANDIDATE,,23.339795600,5.8500000e-04,-5.8500000e-04,1.2510e+02,2.430e+01,-2.430e+01,1.23,4.700e-01,-1.800e-01,0.1590,,,89.95,,,653.0,,,43.02,47.96,-14.94,5671.00,162.00,-159.00,0.1600,0.2000,-0.2600,1.0840,0.4060,-0.1570,0.9830,0.1410,-0.0880,297.795140,40.417709,14.072
12506770,K01577.01,Kepler-895 b,CONFIRMED,CANDIDATE,1.0000,2.806243488,7.5190000e-06,-7.5190000e-06,5.9960e+02,3.010e+01,-3.010e+01,1.41,6.000e-02,-8.000e-02,0.0328,,,89.82,,,771.0,,,83.53,15.48,-14.77,4153.00,83.00,-91.00,-0.2200,0.1500,-0.1500,0.5810,0.0270,-0.0300,0.5950,0.0280,-0.0360,289.290650,51.408890,15.988
5629985,K01578.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.271907230,1.2990000e-05,-1.2990000e-05,1.4900e+02,4.900e+00,-4.900e+00,1.12,2.900e-01,-1.300e-01,0.0321,,,72.88,,,1318.0,,,714.27,551.84,-209.16,5788.00,155.00,-155.00,-0.3800,0.3000,-0.3000,0.8560,0.2250,-0.0960,0.8560,0.1060,-0.0770,294.734190,40.861420,14.459
9898364,K01579.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.132351753,7.1340000e-06,-7.1340000e-06,7.4410e+02,9.500e+00,-9.500e+00,49.34,1.360e+01,-1.112e+01,0.0855,,,75.80,,,1579.0,,,1466.12,1195.78,-724.22,7530.00,209.00,-314.00,-0.0600,0.2000,-0.3500,1.9300,0.5320,-0.4350,1.6330,0.2120,-0.2590,294.830320,46.734348,13.337
11337372,K01650.01,Kepler-920 b,CONFIRMED,CANDIDATE,1.0000,6.531940240,2.2830000e-05,-2.2830000e-05,7.7190e+02,2.180e+01,-2.180e+01,3.09,3.000e-01,-4.000e-01,0.0650,,,84.79,,,907.0,,,159.66,45.57,-45.69,5301.00,85.00,-74.00,0.1600,0.1500,-0.1500,0.9770,0.0960,-0.1280,0.8560,0.0660,-0.0330,284.296940,49.158680,15.280
11337833,K01651.01,Kepler-921 b,CONFIRMED,CANDIDATE,0.9940,51.301184400,6.0210000e-04,-6.0210000e-04,4.9890e+02,3.010e+01,-3.010e+01,2.07,6.500e-01,-1.700e-01,0.2716,,,90.00,,,492.0,,,13.86,12.72,-3.56,6032.00,162.00,-180.00,-0.1800,0.3000,-0.3000,0.9290,0.2910,-0.0780,1.0140,0.1300,-0.1300,284.616210,49.190811,14.739
11546211,K01654.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.097211085,7.2700000e-07,-7.2700000e-07,3.8946e+04,5.860e+02,-5.860e+02,16.07,1.870e+00,-2.120e+00,0.0145,,,75.45,,,740.0,,,71.01,24.01,-20.76,3497.00,62.00,-55.00,-0.2000,0.1000,-0.1000,0.3340,0.0390,-0.0440,0.3390,0.0510,-0.0510,283.796540,49.503990,15.155
11547505,K01655.01,Kepler-922 b,CONFIRMED,CANDIDATE,1.0000,0.938466959,9.3900000e-07,-9.3900000e-07,2.1740e+02,4.900e+00,-4.900e+00,1.58,2.400e-01,-2.400e-01,0.0182,,,89.45,,,1876.0,,,2919.17,1189.69,-929.75,5499.00,82.00,-74.00,0.1200,0.1500,-0.1500,1.0870,0.1650,-0.1650,0.9060,0.0660,-0.0380,284.731450,49.533192,13.757
4471747,K01656.01,,CANDIDATE,CANDIDATE,0.9960,51.390145200,6.2190000e-04,-6.2190000e-04,4.9400e+02,3.760e+01,-3.760e+01,3.62,6.300e-01,-4.500e-01,0.2853,,,87.91,,,570.0,,,24.98,11.29,-7.01,6074.00,81.00,-90.00,0.1600,0.1500,-0.1500,1.2920,0.2240,-0.1630,1.1730,0.0730,-0.0970,293.625920,39.506310,15.030
11502867,K00195.01,Kepler-426 b,CONFIRMED,CANDIDATE,1.0000,3.217518511,1.7500000e-07,-1.7500000e-07,1.4319e+04,1.420e+01,-1.420e+01,11.38,1.510e+00,-9.300e-01,0.0410,,,86.57,,,1185.0,,,464.73,164.49,-93.72,5720.00,77.00,-77.00,-0.2200,0.1500,-0.1500,0.9030,0.1200,-0.0740,0.8820,0.0600,-0.0490,289.434630,49.473400,14.835
9909735,K01779.01,Kepler-318 b,CONFIRMED,CANDIDATE,1.0000,4.662719020,1.4860000e-05,-1.4860000e-05,1.6306e+03,6.640e+01,-6.640e+01,3.86,6.400e-01,-1.600e-01,0.0556,,,87.66,,,1039.0,,,274.98,126.59,-43.87,5729.00,103.00,-126.00,0.2100,0.1500,-0.1500,0.9390,0.1560,-0.0390,1.0510,0.0510,-0.0760,298.482820,46.793621,13.297
9909735,K01779.02,Kepler-318 c,CONFIRMED,CANDIDATE,1.0000,11.815017400,1.0740000e-04,-1.0740000e-04,1.0030e+03,1.070e+02,-1.070e+02,3.48,5.800e-01,-1.400e-01,0.1033,,,87.15,,,762.0,,,79.66,36.67,-12.71,5729.00,103.00,-126.00,0.2100,0.1500,-0.1500,0.9390,0.1560,-0.0390,1.0510,0.0510,-0.0760,298.482820,46.793621,13.297
11551692,K01781.01,Kepler-411 c,CONFIRMED,CANDIDATE,1.0000,7.834433676,2.9590000e-06,-2.9590000e-06,2.0181e+03,8.600e+00,-8.600e+00,3.47,2.900e-01,-1.000e-01,0.0714,,,87.41,,,689.0,,,53.33,14.22,-7.09,4920.00,98.00,-98.00,0.0700,0.1500,-0.1500,0.7200,0.0590,-0.0220,0.8220,0.0300,-0.0590,287.605590,49.523258,12.231
11551692,K01781.02,Kepler-411 b,CONFIRMED,CANDIDATE,1.0000,3.005156911,1.9220000e-06,-1.9220000e-06,6.9160e+02,6.700e+00,-6.700e+00,2.20,1.800e-01,-7.000e-02,0.0377,,,82.59,,,949.0,,,191.27,51.01,-25.41,4920.00,98.00,-98.00,0.0700,0.1500,-0.1500,0.7200,0.0590,-0.0220,0.8220,0.0300,-0.0590,287.605590,49.523258,12.231
12266636,K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE,0.9980,33.385617600,1.4090000e-04,-1.4090000e-04,5.5320e+02,1.590e+01,-1.590e+01,2.48,7.000e-01,-3.700e-01,0.2012,,,89.26,,,580.0,,,26.73,22.11,-9.70,5833.00,157.00,-175.00,-0.0400,0.2500,-0.3000,1.0220,0.2880,-0.1550,0.9740,0.1270,-0.1040,295.806580,50.909801,14.264
9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.480397890,5.7550000e-05,-5.7550000e-05,2.5970e+02,1.310e+01,-1.310e+01,1.71,4.800e-01,-3.000e-01,0.0795,,,86.99,,,866.0,,,132.85,113.57,-52.79,5401.00,164.00,-164.00,0.3000,0.1500,-0.2500,1.0500,0.2970,-0.1830,0.9300,0.0820,-0.0740,298.730070,46.688671,14.673
4826110,K01524.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.333395306,7.4090000e-06,-7.4090000e-06,1.1450e+02,1.300e+01,-1.300e+01,0.86,1.000e-01,-9.000e-02,0.0221,,,88.99,,,1390.0,,,880.53,384.08,-250.18,5199.00,171.00,-155.00,-0.0400,0.3000,-0.3000,0.8110,0.1000,-0.0820,0.8070,0.0920,-0.0690,288.925750,39.901550,15.299
7869917,K01525.01,Kepler-880 b,CONFIRMED,CANDIDATE,1.0000,7.714676860,2.9070000e-05,-2.9070000e-05,2.3390e+02,7.600e+00,-7.600e+00,4.65,9.300e-01,-1.520e+00,0.0915,,,81.59,,,1622.0,,,1636.72,987.17,-979.35,6900.00,184.00,-204.00,0.0000,0.2500,-0.3000,2.5990,0.5230,-0.8500,1.7140,0.1700,-0.3160,281.971250,43.672771,12.082
9824805,K01526.01,Kepler-881 b,CONFIRMED,CANDIDATE,1.0000,4.444482600,2.4270000e-05,-2.4270000e-05,1.6300e+02,1.070e+01,-1.070e+01,1.71,5.000e-01,-2.000e-01,0.0552,,,74.94,,,1217.0,,,518.45,451.70,-168.14,6240.00,174.00,-217.00,-0.0200,0.2500,-0.3500,1.0790,0.3180,-0.1270,1.1350,0.1450,-0.1590,288.992580,46.670750,15.216
5193400,K01580.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,21.378114600,2.6670000e-04,-2.6670000e-04,5.5610e+02,1.770e+01,-1.770e+01,3.18,9.400e-01,-3.400e-01,0.1611,,,77.42,,,727.0,,,65.94,57.61,-21.47,6218.00,174.00,-261.00,0.2100,0.1500,-0.3000,1.1310,0.3340,-0.1190,1.2190,0.1430,-0.1720,293.665070,40.359531,15.686
7939330,K01581.01,Kepler-896 c,CONFIRMED,CANDIDATE,1.0000,29.542256600,2.9580000e-04,-2.9580000e-04,8.7990e+02,3.310e+01,-3.310e+01,3.15,7.300e-01,-2.500e-01,0.1792,,,81.44,,,515.0,,,16.56,11.85,-3.95,5510.00,166.00,-149.00,-0.1600,0.3000,-0.3000,0.8030,0.1880,-0.0630,0.8770,0.0830,-0.0920,282.439180,43.734482,15.481
7939330,K01581.02,Kepler-896 b,CONFIRMED,CANDIDATE,0.9940,144.551628000,2.4960000e-03,-2.4960000e-03,1.0352e+03,3.840e+01,-3.840e+01,3.06,7.100e-01,-2.400e-01,0.5164,,,88.57,,,303.0,,,1.99,1.43,-0.47,5510.00,166.00,-149.00,-0.1600,0.3000,-0.3000,0.8030,0.1880,-0.0630,0.8770,0.0830,-0.0920,282.439180,43.734482,15.481
4918309,K01582.01,,CANDIDATE,CANDIDATE,1.0000,186.436181100,4.8900000e-04,-4.8900000e-04,4.3470e+03,1.140e+02,-1.140e+02,11.32,1.800e+00,-3.350e+00,0.6233,,,89.62,,,353.0,,,3.66,1.55,-1.93,5393.00,80.00,-64.00,0.1800,0.1500,-0.1000,1.3700,0.2180,-0.4050,0.9260,0.0530,-0.0480,290.128570,40.021832,15.402
12602568,K01583.01,Kepler-897 b,CONFIRMED,CANDIDATE,1.0000,8.047277210,2.8900000e-05,-2.8900000e-05,4.8600e+02,1.510e+01,-1.510e+01,2.33,6.500e-01,-2.200e-01,0.0770,,,79.30,,,855.0,,,126.56,102.29,-34.32,5840.00,145.00,-174.00,-0.2400,0.3000,-0.3000,0.8490,0.2380,-0.0790,0.9420,0.1100,-0.1100,290.586850,51.695820,15.068
9941066,K01584.01,Kepler-898 b,CONFIRMED,CANDIDATE,0.9980,5.870634160,2.1090000e-05,-2.1090000e-05,5.0560e+02,2.530e+01,-2.530e+01,1.44,6.000e-02,-7.000e-02,0.0545,,,87.35,,,616.0,,,33.99,6.11,-5.63,4166.00,83.00,-83.00,-0.0600,0.1500,-0.1500,0.6120,0.0270,-0.0300,0.6240,0.0290,-0.0330,286.585390,46.870930,15.961
5972334,K00191.01,Kepler-487 b,CONFIRMED,CANDIDATE,0.9980,15.358767771,2.1290000e-06,-2.1290000e-06,1.4638e+04,2.020e+01,-2.020e+01,10.89,1.110e+00,-8.200e-01,0.1157,,,89.02,,,662.0,,,45.46,14.22,-9.61,5422.00,108.00,-108.00,0.0200,0.1500,-0.1500,0.8870,0.0900,-0.0670,0.8740,0.0550,-0.0460,295.287230,41.221958,14.991
4650733,K01659.01,Kepler-1762 b,CONFIRMED,CANDIDATE,1.0000,29.539089700,1.9800000e-04,-1.9800000e-04,4.0330e+02,2.510e+01,-2.510e+01,2.51,7.900e-01,-2.800e-01,0.2040,,,89.78,,,714.0,,,61.49,55.58,-20.02,6572.00,160.00,-251.00,0.0700,0.2000,-0.3500,1.2380,0.3900,-0.1390,1.2980,0.1630,-0.2000,290.493160,39.785519,15.111
4830605,K01660.01,,CANDIDATE,CANDIDATE,0.9850,35.636402200,3.7150000e-04,-3.7150000e-04,4.5260e+02,3.430e+01,-3.430e+01,1.99,4.800e-01,-1.700e-01,0.2104,,,89.14,,,537.0,,,19.62,14.12,-5.14,5926.00,160.00,-178.00,-0.2000,0.3000,-0.3000,0.8870,0.2160,-0.0770,0.9780,0.1090,-0.1200,290.241030,39.968010,15.614
4832197,K01661.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.947732530,5.3900000e-07,-5.3900000e-07,1.1306e+04,1.330e+02,-1.330e+02,45.58,1.138e+01,-1.264e+01,0.0182,,,64.51,,,2321.0,,,6862.81,5061.29,-3650.54,6302.00,170.00,-170.00,-0.7000,0.3000,-0.3000,1.2690,0.3170,-0.3520,0.8950,0.1130,-0.0760,290.738040,39.919651,11.510
4844004,K01662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.784031658,1.0000000e-06,-1.0000000e-06,3.5220e+02,1.860e+01,-1.860e+01,1.55,3.200e-01,-1.100e-01,0.0163,,,89.25,,,1705.0,,,1995.65,1336.95,-468.82,5435.00,179.00,-163.00,0.0700,0.2500,-0.3000,0.8240,0.1740,-0.0580,0.9370,0.0740,-0.1010,294.132020,39.981979,15.479
12120943,K01458.01,,CANDIDATE,CANDIDATE,0.9780,8.981284720,2.0680000e-05,-2.0680000e-05,4.9240e+03,7.670e+01,-7.670e+01,7.19,1.950e+00,-7.800e-01,0.0882,,,88.79,,,898.0,,,153.36,127.32,-49.13,5977.00,187.00,-229.00,0.2100,0.1500,-0.3000,1.0220,0.2780,-0.1110,1.1330,0.1180,-0.1450,296.571530,50.677849,15.703
7831264,K00171.02,Kepler-116 c,CONFIRMED,CANDIDATE,1.0000,13.071418890,4.0480000e-05,-4.0480000e-05,2.5110e+02,8.400e+00,-8.400e+00,2.47,4.500e-01,-4.400e-01,0.1130,,,88.05,,,964.0,,,203.87,105.33,-77.13,6122.00,136.00,-124.00,0.0200,0.1500,-0.1500,1.4390,0.2570,-0.2570,1.1230,0.1160,-0.0850,294.742070,43.536831,13.717
9761199,K01459.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.692015479,1.7200000e-07,-1.7200000e-07,4.5181e+03,3.650e+01,-3.650e+01,19.31,1.200e+00,-2.020e+00,0.0122,,,60.86,,,1057.0,,,294.34,64.86,-78.33,3752.00,74.00,-82.00,-0.0800,0.1500,-0.1500,0.4970,0.0310,-0.0520,0.5030,0.0370,-0.0450,287.143130,46.508060,15.692
7751571,K01460.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,17.042134600,3.2060000e-05,-3.2060000e-05,3.6167e+03,3.640e+01,-3.640e+01,5.14,9.500e-01,-4.400e-01,0.1227,,,86.38,,,594.0,,,29.47,17.92,-8.04,5367.00,185.00,-185.00,-0.1600,0.3000,-0.3000,0.7730,0.1430,-0.0660,0.8540,0.0860,-0.0960,291.286590,43.404411,15.570
9579499,K01461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.946710440,4.1710000e-06,-4.1710000e-06,6.0844e+03,4.490e+01,-4.490e+01,27.43,3.130e+00,-1.910e+00,0.0712,,,83.53,,,673.0,,,48.50,19.25,-10.88,4859.00,146.00,-131.00,-0.0200,0.3000,-0.3000,0.7020,0.0800,-0.0490,0.7890,0.0480,-0.0840,287.804570,46.238930,15.791
11913013,K01462.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.747812420,1.4560000e-05,-1.4560000e-05,5.3670e+03,1.360e+02,-1.360e+02,38.04,0.000e+00,0.000e+00,0.0473,,,64.75,,,1172.0,,,446.47,0.00,0.00,5780.00,,,0.0000,0.0000,0.0000,1.0000,,,1.0000,,,291.023010,50.262226,17.445
7768451,K01527.01,,CANDIDATE,CANDIDATE,0.9900,192.667139000,1.0170000e-03,-1.0170000e-03,1.1483e+03,4.950e+01,-4.950e+01,3.64,3.700e-01,-2.700e-01,0.6219,,,89.61,,,283.0,,,1.52,0.47,-0.32,5401.00,107.00,-107.00,0.0000,0.1500,-0.1500,0.8780,0.0880,-0.0660,0.8630,0.0580,-0.0450,296.671300,43.498390,14.879
7691260,K01528.01,Kepler-882 b,CONFIRMED,CANDIDATE,1.0000,3.989544192,9.7640000e-06,-9.7640000e-06,1.9000e+02,8.700e+00,-8.700e+00,0.93,1.400e-01,-6.000e-02,0.0449,,,89.75,,,903.0,,,157.10,71.37,-35.82,5229.00,140.00,-155.00,-0.4200,0.3500,-0.3000,0.6880,0.0990,-0.0460,0.7650,0.0720,-0.0790,294.649900,43.335590,14.083
9821454,K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE,1.0000,17.977603700,1.6800000e-04,-1.6800000e-04,2.1390e+02,1.220e+01,-1.220e+01,1.58,4.900e-01,-1.700e-01,0.1372,,,88.06,,,752.0,,,75.61,68.67,-23.26,6296.00,169.00,-207.00,-0.2600,0.2500,-0.3500,1.0060,0.3120,-0.1110,1.0660,0.1430,-0.1430,287.039520,46.640129,14.307
9821454,K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE,1.0000,11.869314400,1.7490000e-04,-1.7490000e-04,1.0190e+02,8.400e+00,-8.400e+00,1.09,3.400e-01,-1.200e-01,0.1040,,,86.93,,,864.0,,,131.58,119.52,-40.47,6296.00,169.00,-207.00,-0.2600,0.2500,-0.3500,1.0060,0.3120,-0.1110,1.0660,0.1430,-0.1430,287.039520,46.640129,14.307
11954842,K01530.01,Kepler-883 b,CONFIRMED,CANDIDATE,1.0000,12.984946030,3.2490000e-05,-3.2490000e-05,2.5720e+02,7.600e+00,-7.600e+00,1.64,2.400e-01,-1.900e-01,0.1055,,,89.91,,,818.0,,,105.74,43.23,-30.05,5948.00,107.00,-119.00,-0.2600,0.1500,-0.1500,1.0250,0.1490,-0.1220,0.9300,0.0590,-0.0650,286.433650,50.300331,13.029
7972785,K00184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0040,7.300735516,7.1600000e-07,-7.1600000e-07,1.3052e+04,9.800e+00,-9.800e+00,13.32,4.550e+00,-1.520e+00,0.0777,,,87.39,,,1086.0,,,328.98,321.74,-105.84,6434.00,153.00,-230.00,-0.1000,0.2500,-0.3000,1.1380,0.3890,-0.1300,1.1690,0.1690,-0.1690,296.047640,43.762138,14.933
5470739,K01585.01,Kepler-899 b,CONFIRMED,CANDIDATE,1.0000,19.178939760,8.0640000e-05,-8.0640000e-05,7.5280e+02,2.530e+01,-2.530e+01,2.40,7.100e-01,-2.200e-01,0.1392,,,89.99,,,640.0,,,39.65,35.21,-10.70,5767.00,173.00,-173.00,-0.0600,0.2500,-0.3000,0.8810,0.2600,-0.0810,0.9790,0.1020,-0.1250,297.482570,40.680779,15.401
10022908,K01586.01,Kepler-900 b,CONFIRMED,CANDIDATE,1.0000,6.991304520,1.4490000e-05,-1.4490000e-05,5.5540e+02,1.780e+01,-1.780e+01,1.95,1.500e-01,-1.100e-01,0.0679,,,87.58,,,716.0,,,62.05,18.94,-12.47,4847.00,144.00,-129.00,0.3600,0.1000,-0.3000,0.7610,0.0590,-0.0430,0.8600,0.0300,-0.0840,296.177280,46.999020,14.940
9932970,K01587.01,,CANDIDATE,CANDIDATE,0.0000,52.971584000,1.0580000e-04,-1.0580000e-04,3.8826e+03,8.800e+01,-8.800e+01,29.02,3.780e+00,-2.760e+00,0.2570,,,88.63,,,402.0,,,6.19,2.83,-1.71,5204.00,174.00,-158.00,-0.0800,0.3000,-0.3000,0.7890,0.1030,-0.0750,0.8080,0.0850,-0.0700,281.618870,46.814201,15.700
5617854,K01588.01,Kepler-901 b,CONFIRMED,CANDIDATE,1.0000,3.517494725,3.7910000e-06,-3.7910000e-06,5.3280e+02,1.200e+01,-1.200e+01,1.42,7.000e-02,-8.000e-02,0.0378,,,86.49,,,704.0,,,58.08,11.61,-10.45,4132.00,82.00,-91.00,-0.3000,0.1500,-0.1500,0.5640,0.0300,-0.0300,0.5780,0.0310,-0.0340,291.152950,40.887489,14.699
4932442,K01665.01,Kepler-923 b,CONFIRMED,CANDIDATE,0.9930,6.933651670,4.1110000e-05,-4.1110000e-05,1.1960e+02,6.400e+00,-6.400e+00,1.70,2.600e-01,-3.100e-01,0.0715,,,80.20,,,1104.0,,,351.27,147.08,-134.72,5861.00,105.00,-117.00,0.0000,0.1500,-0.1500,1.3040,0.1950,-0.2380,1.0100,0.0930,-0.0690,294.171080,40.055168,14.042
4932442,K01665.02,,CANDIDATE,CANDIDATE,,5.913939770,4.9330000e-05,-4.9330000e-05,8.4000e+01,2.320e+01,-2.320e+01,1.07,5.500e-01,-1.200e-01,0.0682,,,89.95,,,1112.0,,,361.00,551.09,-111.49,6194.00,155.00,-217.00,0.2100,0.1500,-0.3500,1.1290,0.5790,-0.1210,1.2080,0.2260,-0.1900,294.171080,40.055168,14.042
5183357,K01669.01,Kepler-924 b,CONFIRMED,CANDIDATE,0.9890,61.037359100,3.2310000e-04,-3.2310000e-04,4.3750e+02,1.260e+01,-1.260e+01,3.38,5.900e-01,-5.300e-01,0.3359,,,89.93,,,610.0,,,32.74,14.62,-10.68,6309.00,75.00,-82.00,0.2800,0.1500,-0.1500,1.6140,0.2820,-0.2540,1.3580,0.0980,-0.1080,290.668520,40.397720,14.171
5269467,K01672.01,Kepler-925 b,CONFIRMED,CANDIDATE,0.9910,33.867778300,1.6670000e-04,-1.6670000e-04,8.9480e+02,4.320e+01,-4.320e+01,2.31,1.400e-01,-2.000e-01,0.1805,,,89.02,,,394.0,,,5.69,1.54,-1.48,4564.00,134.00,-134.00,-0.0600,0.3000,-0.3000,0.6910,0.0440,-0.0600,0.6830,0.0660,-0.0540,290.106540,40.490662,15.810
